"deaths_location","week_start","avg_weekly_cases","avg_weekly_deaths"
"Benin","2021-03-01","62.43","0.71"
"Canada","2021-03-01","2886.71","38.86"
"Belize","2021-03-01","6.00","0.14"
"Oceania","2021-03-01","78.71","0.43"
"Europe","2021-03-01","147572.29","2872.57"
"Bahrain","2021-03-01","621.14","3.57"
"South Sudan","2021-03-01","120.00","1.29"
"Kyrgyzstan","2021-03-01","45.86","1.00"
"Yemen","2021-03-01","25.00","2.71"
"Ecuador","2021-03-01","1477.71","43.86"
"Myanmar","2021-03-01","19.71","0.14"
"Israel","2021-03-01","3736.14","18.86"
"Portugal","2021-03-01","1194.29","33.57"
"Mongolia","2021-03-01","54.86","0.14"
"Puerto Rico","2021-03-01","166.57","2.29"
"French Polynesia","2021-03-01","10.29","0.14"
"Zimbabwe","2021-03-01","28.86","3.14"
"Rwanda","2021-03-01","90.86","0.86"
"Cape Verde","2021-03-01","57.14","0.71"
"China","2021-03-01","25.86","0.71"
"Sudan","2021-03-01","30.29","3.29"
"Mali","2021-03-01","27.86","0.86"
"Georgia","2021-03-01","299.00","9.43"
"Niger","2021-03-01","7.14","0.29"
"Botswana","2021-03-01","312.14","12.29"
"Namibia","2021-03-01","169.00","4.86"
"Lebanon","2021-03-01","2919.43","51.57"
"Canada","2021-03-08","3066.00","29.57"
"Malawi","2021-03-08","55.86","2.14"
"Guatemala","2021-03-08","620.29","13.71"
"Pakistan","2021-03-08","1972.57","44.29"
"Africa","2021-03-08","9557.86","280.00"
"Dominican Republic","2021-03-08","422.29","7.29"
"Jordan","2021-03-08","6797.86","55.00"
"Tunisia","2021-03-08","604.14","27.43"
"Montenegro","2021-03-08","560.57","9.86"
"Bahrain","2021-03-08","611.14","1.71"
"Brazil","2021-03-08","70593.29","1762.14"
"North Macedonia","2021-03-08","783.29","17.71"
"Mauritania","2021-03-08","16.43","0.14"
"France","2021-03-08","22401.29","261.14"
"India","2021-03-08","21178.43","121.57"
"Qatar","2021-03-08","470.29","0.43"
"Asia","2021-03-08","86358.71","825.43"
"Nepal","2021-03-08","72.86","0.57"
"South America","2021-03-08","97749.00","2803.86"
"Albania","2021-03-08","688.86","17.29"
"Bangladesh","2021-03-08","1009.29","11.86"
"Thailand","2021-03-08","79.57","0.14"
"Saudi Arabia","2021-03-08","369.29","5.57"
"Costa Rica","2021-03-08","350.43","4.14"
"European Union","2021-03-08","127165.71","2025.71"
"Ukraine","2021-03-08","8504.00","183.00"
"Palestine","2021-03-08","1972.86","20.29"
"Iraq","2021-03-08","4447.00","24.43"
"Low income","2021-03-08","3093.43","65.00"
"Argentina","2021-03-08","7182.71","139.57"
"Mayotte","2021-03-08","71.71","0.57"
"Lesotho","2021-03-08","1.00","0.29"
"Azerbaijan","2021-03-08","475.29","5.43"
"Oman","2021-03-08","337.29","2.43"
"Cote d'Ivoire","2021-03-08","338.43","1.57"
"Lithuania","2021-03-08","457.86","10.14"
"Libya","2021-03-08","880.14","16.00"
"Togo","2021-03-08","78.43","0.71"
"Chile","2021-03-08","4985.14","80.86"
"Croatia","2021-03-08","623.43","12.14"
"Turks and Caicos Islands","2021-03-08","4.00","0.14"
"Europe","2021-03-08","163420.00","2973.71"
"Rwanda","2021-03-08","102.43","1.29"
"Yemen","2021-03-08","46.71","4.71"
"China","2021-03-08","37.43","0.14"
"Puerto Rico","2021-03-08","158.14","2.00"
"French Polynesia","2021-03-08","9.71","0.14"
"Namibia","2021-03-08","167.14","2.14"
"Lebanon","2021-03-08","3164.43","45.86"
"Belarus","2021-03-08","985.14","8.29"
"Nicaragua","2021-03-08","5.71","0.14"
"Hungary","2021-03-08","7210.43","154.14"
"Chad","2021-03-08","18.14","1.86"
"Ireland","2021-03-08","521.57","8.86"
"Somalia","2021-03-08","129.29","7.86"
"Gabon","2021-03-08","163.29","0.86"
"Algeria","2021-03-08","148.43","3.43"
"Sweden","2021-03-08","4138.00","19.43"
"Upper middle income","2021-03-08","152834.86","4178.71"
"Ethiopia","2021-03-08","1289.29","17.14"
"Malta","2021-03-08","305.29","2.43"
"Lower middle income","2021-03-08","61544.86","866.71"
"Central African Republic","2021-03-08","9.29","0.14"
"Iran","2021-03-08","8239.71","78.29"
"Panama","2021-03-08","497.57","10.57"
"Mexico","2021-03-08","4900.71","487.29"
"Belgium","2021-03-08","2857.29","24.86"
"Isle of Man","2021-03-08","79.43","0.14"
"Latvia","2021-03-08","492.86","10.29"
"Honduras","2021-03-08","592.57","11.14"
"United States","2021-03-08","54857.14","1222.71"
"Cuba","2021-03-08","817.57","3.14"
"Eswatini","2021-03-08","8.71","0.43"
"Niger","2021-03-08","5.00","0.57"
"Georgia","2021-03-08","305.43","10.29"
"Mali","2021-03-08","43.14","0.29"
"Sudan","2021-03-08","45.14","6.00"
"Cape Verde","2021-03-08","44.43","0.57"
"Portugal","2021-03-08","1191.14","22.71"
"Israel","2021-03-08","2555.57","16.43"
"Trinidad and Tobago","2021-03-08","5.71","0.14"
"Myanmar","2021-03-08","16.14","0.29"
"Oceania","2021-03-08","142.00","0.29"
"Kyrgyzstan","2021-03-08","42.86","1.43"
"South Sudan","2021-03-08","103.43","0.29"
"Saint Barthelemy","2021-03-08","7.71","0.14"
"Belize","2021-03-08","5.00","0.14"
"Australia","2021-03-08","11.43","0.14"
"Zimbabwe","2021-03-08","30.14","2.29"
"Benin","2021-03-08","61.43","0.86"
"Indonesia","2021-03-08","5684.71","165.71"
"Saint Lucia","2021-03-08","20.86","0.71"
"High income","2021-03-08","206873.00","3577.86"
"Cyprus","2021-03-08","386.00","0.86"
"Estonia","2021-03-08","1402.43","9.43"
"Syria","2021-03-08","68.00","5.14"
"Germany","2021-03-08","9988.00","158.43"
"Aruba","2021-03-08","37.57","0.29"
"Kuwait","2021-03-08","1290.29","6.43"
"Senegal","2021-03-08","156.29","6.29"
"Italy","2021-03-08","22153.71","329.00"
"Haiti","2021-03-08","9.43","0.14"
"Mozambique","2021-03-08","309.29","5.14"
"Suriname","2021-03-08","6.57","0.14"
"Antigua and Barbuda","2021-03-08","21.29","0.86"
"Russia","2021-03-08","9690.29","427.14"
"Nigeria","2021-03-08","328.57","7.00"
"Czechia","2021-03-08","11291.14","217.43"
"Luxembourg","2021-03-08","168.86","4.29"
"Paraguay","2021-03-08","1683.14","22.57"
"Turkey","2021-03-08","13826.00","65.14"
"Norway","2021-03-08","791.29","1.00"
"Equatorial Guinea","2021-03-08","27.29","0.29"
"Cambodia","2021-03-08","44.86","0.14"
"Uruguay","2021-03-08","1020.71","7.43"
"Sao Tome and Principe","2021-03-08","20.00","0.14"
"Spain","2021-03-08","4656.43","112.14"
"Ghana","2021-03-08","206.86","6.14"
"Slovenia","2021-03-08","697.43","6.43"
"Kosovo","2021-03-08","598.29","8.00"
"San Marino","2021-03-08","30.86","0.14"
"Bolivia","2021-03-08","718.14","16.29"
"Zambia","2021-03-08","351.86","5.29"
"Guyana","2021-03-08","48.57","0.86"
"Democratic Republic of Congo","2021-03-08","67.57","0.71"
"El Salvador","2021-03-08","183.71","7.29"
"Afghanistan","2021-03-08","19.71","1.14"
"Poland","2021-03-08","15930.29","270.14"
"United Arab Emirates","2021-03-08","2309.86","11.14"
"Moldova","2021-03-08","1300.71","29.00"
"Venezuela","2021-03-08","490.00","7.29"
"Bonaire Sint Eustatius and Saba","2021-03-08","25.43","0.14"
"Burkina Faso","2021-03-08","27.29","0.14"
"Egypt","2021-03-08","622.57","43.14"
"Guinea-Bissau","2021-03-08","19.29","0.43"
"Greece","2021-03-08","2220.43","47.57"
"Jamaica","2021-03-08","658.43","5.43"
"United Kingdom","2021-03-08","5759.43","179.43"
"Kenya","2021-03-08","634.71","4.86"
"Romania","2021-03-08","4333.00","83.57"
"Finland","2021-03-08","691.86","3.86"
"Bahamas","2021-03-08","15.14","0.43"
"Sri Lanka","2021-03-08","316.00","3.57"
"Austria","2021-03-08","2568.57","29.71"
"Bosnia and Herzegovina","2021-03-08","960.00","34.43"
"Seychelles","2021-03-08","31.86","0.14"
"Monaco","2021-03-08","11.86","0.14"
"Netherlands","2021-03-08","5082.43","34.43"
"Guinea","2021-03-08","109.57","1.29"
"Morocco","2021-03-08","379.71","6.00"
"World","2021-03-08","424641.86","8690.86"
"North America","2021-03-08","67406.57","1807.43"
"Denmark","2021-03-08","798.86","1.86"
"Slovakia","2021-03-08","2016.14","98.86"
"Madagascar","2021-03-08","109.14","2.71"
"Reunion","2021-03-08","96.57","1.71"
"Serbia","2021-03-08","4236.29","21.71"
"Angola","2021-03-08","38.29","1.14"
"Malaysia","2021-03-08","1471.86","5.71"
"Mongolia","2021-03-08","106.71","0.14"
"Colombia","2021-03-08","3576.43","92.86"
"Ecuador","2021-03-08","1103.29","27.86"
"Armenia","2021-03-08","529.43","4.86"
"Japan","2021-03-08","1130.57","47.57"
"South Africa","2021-03-08","1172.57","87.71"
"Kazakhstan","2021-03-08","837.71","9.57"
"Bulgaria","2021-03-08","2581.00","91.57"
"South Korea","2021-03-08","456.71","5.00"
"Peru","2021-03-08","6330.86","646.00"
"Botswana","2021-03-08","298.14","4.86"
"Switzerland","2021-03-08","1237.43","10.71"
"Philippines","2021-03-08","3868.86","43.00"
"Zimbabwe","2021-03-15","27.29","1.29"
"Reunion","2021-03-15","118.57","2.29"
"Asia","2021-03-15","109688.57","903.43"
"Kuwait","2021-03-15","1353.29","7.14"
"Austria","2021-03-15","2911.43","34.57"
"Lower middle income","2021-03-15","83967.86","980.43"
"Algeria","2021-03-15","131.86","3.00"
"Sudan","2021-03-15","43.43","7.14"
"Greece","2021-03-15","2298.57","54.71"
"Cameroon","2021-03-15","1240.14","19.00"
"Oman","2021-03-15","554.00","2.86"
"Afghanistan","2021-03-15","16.86","0.86"
"Japan","2021-03-15","1267.86","36.00"
"Gibraltar","2021-03-15","1.00","0.14"
"Central African Republic","2021-03-15","15.29","0.29"
"Guinea","2021-03-15","160.71","1.43"
"Nepal","2021-03-15","96.43","0.29"
"Sri Lanka","2021-03-15","327.57","2.71"
"Italy","2021-03-15","22070.43","394.43"
"Jamaica","2021-03-15","679.00","5.71"
"Georgia","2021-03-15","355.86","7.43"
"Sweden","2021-03-15","4641.86","18.71"
"Saint Lucia","2021-03-15","17.71","1.00"
"Philippines","2021-03-15","6040.57","23.43"
"Malta","2021-03-15","227.57","3.00"
"Cuba","2021-03-15","772.00","3.71"
"Oceania","2021-03-15","234.14","0.14"
"Finland","2021-03-15","687.86","2.86"
"Mozambique","2021-03-15","252.57","3.43"
"Poland","2021-03-15","21696.29","302.43"
"Armenia","2021-03-15","761.14","13.29"
"United Kingdom","2021-03-15","5451.71","122.43"
"Guatemala","2021-03-15","711.43","17.43"
"Angola","2021-03-15","53.29","0.86"
"Maldives","2021-03-15","134.43","0.29"
"Azerbaijan","2021-03-15","828.29","9.00"
"El Salvador","2021-03-15","63.57","4.29"
"Pakistan","2021-03-15","2942.71","46.14"
"South Africa","2021-03-15","1198.14","117.29"
"Russia","2021-03-15","9465.86","420.00"
"Canada","2021-03-15","3406.57","29.29"
"Venezuela","2021-03-15","622.71","7.57"
"Latvia","2021-03-15","518.29","8.43"
"Ethiopia","2021-03-15","1655.29","15.29"
"Thailand","2021-03-15","125.14","0.57"
"Kenya","2021-03-15","1051.14","12.29"
"Nigeria","2021-03-15","159.14","2.43"
"Indonesia","2021-03-15","5818.43","160.57"
"Cape Verde","2021-03-15","57.86","0.43"
"High income","2021-03-15","224101.71","3283.43"
"Costa Rica","2021-03-15","401.43","4.86"
"Mayotte","2021-03-15","52.00","3.14"
"Rwanda","2021-03-15","88.29","1.57"
"World","2021-03-15","477774.00","9030.14"
"Uruguay","2021-03-15","1332.43","10.14"
"Luxembourg","2021-03-15","215.57","4.14"
"Seychelles","2021-03-15","63.29","0.29"
"Bangladesh","2021-03-15","1926.14","20.71"
"Andorra","2021-03-15","36.14","0.14"
"Upper middle income","2021-03-15","165898.71","4690.00"
"Czechia","2021-03-15","9583.71","208.43"
"Romania","2021-03-15","5360.29","99.00"
"Hungary","2021-03-15","7872.29","187.14"
"Bahamas","2021-03-15","23.14","0.14"
"Antigua and Barbuda","2021-03-15","10.14","0.14"
"Jordan","2021-03-15","8238.00","71.86"
"Peru","2021-03-15","7005.00","661.00"
"Malaysia","2021-03-15","1325.29","3.29"
"Niger","2021-03-15","8.71","0.57"
"Paraguay","2021-03-15","1843.71","32.29"
"India","2021-03-15","34297.43","164.00"
"Netherlands","2021-03-15","6197.29","30.86"
"Morocco","2021-03-15","404.43","6.43"
"Iran","2021-03-15","7777.86","83.14"
"Kyrgyzstan","2021-03-15","77.00","1.29"
"Benin","2021-03-15","45.29","1.29"
"South Sudan","2021-03-15","55.57","0.29"
"Portugal","2021-03-15","685.43","13.00"
"Turkey","2021-03-15","18097.43","76.86"
"Albania","2021-03-15","557.00","14.86"
"Burkina Faso","2021-03-15","23.29","0.14"
"Argentina","2021-03-15","7375.86","142.00"
"Bahrain","2021-03-15","703.14","2.43"
"Togo","2021-03-15","109.86","1.00"
"South Korea","2021-03-15","436.86","3.86"
"Montenegro","2021-03-15","516.57","9.57"
"Yemen","2021-03-15","72.43","7.71"
"Bosnia and Herzegovina","2021-03-15","1362.29","47.00"
"Norway","2021-03-15","946.43","1.29"
"Kazakhstan","2021-03-15","1182.43","7.86"
"Cyprus","2021-03-15","372.14","0.57"
"Iraq","2021-03-15","5010.29","35.71"
"Serbia","2021-03-15","4977.86","29.43"
"Colombia","2021-03-15","4258.43","117.29"
"Puerto Rico","2021-03-15","234.43","2.57"
"Equatorial Guinea","2021-03-15","24.86","0.43"
"Mexico","2021-03-15","4043.14","411.57"
"Malawi","2021-03-15","61.00","1.57"
"Tunisia","2021-03-15","592.57","23.86"
"Mauritania","2021-03-15","23.29","0.43"
"Mali","2021-03-15","58.29","0.29"
"Saint Vincent and the Grenadines","2021-03-15","2.00","0.14"
"Zambia","2021-03-15","257.00","3.57"
"Botswana","2021-03-15","365.71","5.43"
"Nicaragua","2021-03-15","5.00","0.14"
"Ireland","2021-03-15","498.00","8.57"
"United States","2021-03-15","54221.57","894.86"
"Guam","2021-03-15","1.71","0.14"
"Cambodia","2021-03-15","61.14","0.29"
"Congo","2021-03-15","50.29","0.57"
"Burundi","2021-03-15","19.57","0.43"
"Estonia","2021-03-15","1515.43","9.71"
"Guadeloupe","2021-03-15","52.86","0.14"
"Europe","2021-03-15","186819.86","3102.86"
"Madagascar","2021-03-15","143.14","3.14"
"Low income","2021-03-15","3482.14","70.71"
"Israel","2021-03-15","1338.71","14.43"
"Libya","2021-03-15","956.86","19.86"
"Ghana","2021-03-15","210.29","4.14"
"Barbados","2021-03-15","17.29","0.29"
"Curacao","2021-03-15","86.43","0.14"
"Brazil","2021-03-15","72572.86","2172.71"
"Spain","2021-03-15","4805.00","90.00"
"Sao Tome and Principe","2021-03-15","9.14","0.29"
"San Marino","2021-03-15","33.86","0.29"
"United Arab Emirates","2021-03-15","2033.29","6.43"
"Uganda","2021-03-15","15.29","0.14"
"Slovenia","2021-03-15","816.00","6.43"
"Syria","2021-03-15","119.86","8.43"
"Guinea-Bissau","2021-03-15","17.29","0.43"
"Slovakia","2021-03-15","1623.71","73.71"
"Saudi Arabia","2021-03-15","370.57","5.57"
"Lebanon","2021-03-15","3030.43","54.43"
"Panama","2021-03-15","427.71","7.71"
"France","2021-03-15","28059.71","258.86"
"Kosovo","2021-03-15","672.00","8.00"
"Belgium","2021-03-15","4066.86","25.71"
"Mongolia","2021-03-15","157.57","0.14"
"Honduras","2021-03-15","598.43","13.86"
"Palestine","2021-03-15","2138.86","23.14"
"Dominican Republic","2021-03-15","481.86","8.00"
"Chad","2021-03-15","17.43","0.57"
"Senegal","2021-03-15","138.14","7.14"
"Denmark","2021-03-15","704.29","1.29"
"Cote d'Ivoire","2021-03-15","372.71","0.86"
"Africa","2021-03-15","11603.00","335.57"
"Egypt","2021-03-15","641.57","43.00"
"North Macedonia","2021-03-15","960.71","22.00"
"Somalia","2021-03-15","146.00","10.00"
"Germany","2021-03-15","13070.14","177.86"
"Bolivia","2021-03-15","783.43","19.71"
"South America","2021-03-15","102990.43","3281.57"
"Myanmar","2021-03-15","9.29","0.29"
"Bulgaria","2021-03-15","3514.57","104.57"
"Croatia","2021-03-15","903.00","11.86"
"Belarus","2021-03-15","1137.86","8.71"
"Gambia","2021-03-15","33.71","1.14"
"North America","2021-03-15","66430.71","1406.57"
"Moldova","2021-03-15","1499.00","33.86"
"Guyana","2021-03-15","59.57","0.86"
"Switzerland","2021-03-15","1487.00","9.14"
"Namibia","2021-03-15","182.43","4.00"
"Chile","2021-03-15","5672.86","86.57"
"Aruba","2021-03-15","50.29","0.57"
"Gabon","2021-03-15","91.00","1.29"
"Ukraine","2021-03-15","12229.57","234.00"
"European Union","2021-03-15","145439.00","2142.00"
"Ecuador","2021-03-15","1457.43","31.43"
"Lithuania","2021-03-15","523.29","11.14"
"Qatar","2021-03-15","491.29","1.00"
"Eswatini","2021-03-15","7.00","0.57"
"Democratic Republic of Congo","2021-03-15","77.00","1.29"
"Bahrain","2021-03-22","784.57","2.14"
"European Union","2021-03-22","162909.14","2369.57"
"Croatia","2021-03-22","1299.43","17.00"
"Uzbekistan","2021-03-22","143.00","0.57"
"Democratic Republic of Congo","2021-03-22","53.86","1.86"
"Bahamas","2021-03-22","21.43","0.29"
"Mauritania","2021-03-22","24.14","0.29"
"Andorra","2021-03-22","46.86","0.29"
"Turks and Caicos Islands","2021-03-22","5.00","0.29"
"Angola","2021-03-22","47.86","1.00"
"Namibia","2021-03-22","165.00","1.86"
"Libya","2021-03-22","825.00","16.43"
"El Salvador","2021-03-22","176.43","3.29"
"Sweden","2021-03-22","5354.14","18.14"
"Bangladesh","2021-03-22","3548.00","30.57"
"Guinea","2021-03-22","136.14","1.43"
"Botswana","2021-03-22","326.00","11.86"
"Albania","2021-03-22","456.29","10.00"
"United Arab Emirates","2021-03-22","2061.57","6.29"
"Moldova","2021-03-22","1636.71","36.29"
"South America","2021-03-22","114904.57","3567.00"
"Zimbabwe","2021-03-22","22.29","1.29"
"Morocco","2021-03-22","413.57","5.00"
"Honduras","2021-03-22","711.43","16.29"
"Martinique","2021-03-22","40.71","0.43"
"Venezuela","2021-03-22","822.86","9.71"
"Malawi","2021-03-22","34.57","2.86"
"Nepal","2021-03-22","133.29","1.57"
"Somalia","2021-03-22","124.29","9.86"
"Sri Lanka","2021-03-22","269.71","2.14"
"Bonaire Sint Eustatius and Saba","2021-03-22","43.14","0.57"
"Bosnia and Herzegovina","2021-03-22","1588.71","65.86"
"Finland","2021-03-22","612.00","3.57"
"Belgium","2021-03-22","4810.00","26.71"
"Pakistan","2021-03-22","3812.71","51.29"
"Guinea-Bissau","2021-03-22","9.43","0.86"
"India","2021-03-22","53213.43","256.71"
"Egypt","2021-03-22","656.14","41.14"
"South Korea","2021-03-22","437.43","3.71"
"Guatemala","2021-03-22","770.14","15.57"
"High income","2021-03-22","249543.86","3449.71"
"Reunion","2021-03-22","132.86","2.14"
"Chile","2021-03-22","6403.43","67.57"
"Greece","2021-03-22","2425.57","57.86"
"Austria","2021-03-22","3077.71","31.29"
"Upper middle income","2021-03-22","185535.00","5291.00"
"Qatar","2021-03-22","561.29","1.71"
"Jamaica","2021-03-22","440.29","6.00"
"Saint Lucia","2021-03-22","11.14","0.43"
"United Kingdom","2021-03-22","5426.57","93.43"
"Asia","2021-03-22","142136.29","1399.29"
"Lebanon","2021-03-22","3109.00","49.00"
"France","2021-03-22","33510.00","327.57"
"Kenya","2021-03-22","1309.57","15.71"
"Philippines","2021-03-22","8300.71","32.71"
"Senegal","2021-03-22","109.00","3.00"
"Romania","2021-03-22","5618.71","123.57"
"Latvia","2021-03-22","518.71","7.43"
"Portugal","2021-03-22","709.14","9.29"
"Isle of Man","2021-03-22","13.29","0.43"
"Saudi Arabia","2021-03-22","448.71","5.86"
"Indonesia","2021-03-22","5128.71","128.43"
"Mexico","2021-03-22","4094.86","348.86"
"Cape Verde","2021-03-22","82.57","0.86"
"Cyprus","2021-03-22","346.14","1.14"
"Mongolia","2021-03-22","343.29","0.14"
"Saint Vincent and the Grenadines","2021-03-22","3.86","0.14"
"Puerto Rico","2021-03-22","295.71","2.14"
"Estonia","2021-03-22","1177.00","8.57"
"Barbados","2021-03-22","13.00","0.29"
"Ireland","2021-03-22","574.43","6.14"
"Israel","2021-03-22","649.00","11.00"
"Syria","2021-03-22","159.43","10.57"
"Guadeloupe","2021-03-22","59.57","1.29"
"Panama","2021-03-22","399.57","7.43"
"Netherlands","2021-03-22","7208.00","26.86"
"Belarus","2021-03-22","1191.14","9.00"
"Cote d'Ivoire","2021-03-22","365.00","1.71"
"Myanmar","2021-03-22","24.71","0.29"
"Germany","2021-03-22","16383.00","217.57"
"Gambia","2021-03-22","23.57","0.43"
"Colombia","2021-03-22","6130.14","124.86"
"Sudan","2021-03-22","60.86","6.71"
"Aruba","2021-03-22","64.14","0.14"
"Lithuania","2021-03-22","706.00","10.29"
